Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,CompanyAgeBand
28,No,Travel_Rarely,1217,Research & Development,1,Medical,Female,67,Research Scientist,Married,3591,12719,1,No,25,3,3,3,2,1,2,18–30,0–10
38,No,Travel_Rarely,723,Sales,2,Marketing,Female,77,Sales Representative,Married,5405,4244,2,Yes,20,20,4,4,2,0,3,31–40,0–10
26,No,Travel_Rarely,572,Sales,10,Medical,Male,46,Sales Executive,Single,4684,9125,1,No,13,5,4,5,3,1,2,18–30,0–10
58,No,Travel_Frequently,1216,Research & Development,15,Life Sciences,Male,87,Research Director,Married,15787,21624,2,Yes,14,23,3,2,2,2,2,51–60,0–10
18,No,Non-Travel,1431,Research & Development,14,Medical,Female,33,Research Scientist,Single,1514,8018,1,No,16,0,4,0,0,0,0,0,0
31,Yes,Travel_Rarely,359,Human Resources,18,Human Resources,Male,89,Human Resources,Married,2956,21495,0,No,17,2,4,1,0,0,0,31–40,0–10
29,Yes,Travel_Rarely,350,Human Resources,13,Human Resources,Male,56,Human Resources,Divorced,2335,3157,4,Yes,15,4,3,2,2,2,0,18–30,0–10
45,No,Non-Travel,589,Sales,2,Life Sciences,Female,67,Sales Executive,Married,5154,19665,4,No,22,10,3,8,7,5,7,41–50,0–10
36,No,Travel_Rarely,430,Research & Development,2,Other,Female,73,Research Scientist,Married,6962,19573,4,Yes,22,15,2,1,0,0,0,31–40,0–10
43,No,Travel_Frequently,1422,Sales,2,Life Sciences,Male,92,Sales Executive,Married,5675,19246,1,No,20,7,5,7,7,7,7,41–50,0–10
27,No,Travel_Frequently,1297,Research & Development,5,Life Sciences,Female,53,Laboratory Technician,Single,2379,19826,0,Yes,14,6,3,5,4,0,2,18–30,0–10
29,No,Travel_Frequently,574,Research & Development,20,Medical,Male,40,Laboratory Technician,Married,3812,7003,1,No,13,11,3,11,8,3,10,18–30,11–20
32,No,Travel_Frequently,1318,Sales,10,Marketing,Male,79,Sales Executive,Single,4648,26075,8,No,13,4,2,0,0,0,0,31–40,0
42,No,Non-Travel,355,Research & Development,10,Technical Degree,Male,38,Research Scientist,Married,2936,6161,3,No,22,10,1,6,3,3,3,41–50,0–10
47,No,Travel_Rarely,207,Research & Development,9,Life Sciences,Female,64,Laboratory Technician,Single,2105,5411,4,No,12,7,2,2,2,2,0,41–50,0–10
46,No,Travel_Rarely,706,Research & Development,2,Life Sciences,Male,82,Manufacturing Director,Divorced,8578,19989,3,No,14,12,4,9,8,4,7,41–50,0–10
28,No,Non-Travel,280,Human Resources,1,Life Sciences,Male,43,Human Resources,Divorced,2706,10494,1,No,15,3,2,3,2,2,2,18–30,0–10
29,No,Travel_Rarely,726,Research & Development,29,Life Sciences,Male,93,Healthcare Representative,Divorced,6384,21143,8,No,17,11,3,7,0,1,6,18–30,0–10
42,No,Travel_Rarely,1142,Research & Development,8,Life Sciences,Male,81,Laboratory Technician,Single,3968,13624,4,No,13,8,3,0,0,0,0,41–50,0
32,Yes,Travel_Rarely,414,Sales,2,Marketing,Male,82,Sales Executive,Single,9907,26186,7,Yes,12,7,3,2,2,2,2,31–40,0–10
46,No,Travel_Rarely,1319,Sales,3,Technical Degree,Female,45,Sales Executive,Divorced,13225,7739,2,No,12,25,5,19,17,2,8,41–50,11–20
27,No,Travel_Rarely,728,Sales,23,Medical,Female,36,Sales Representative,Married,3540,7018,1,No,21,9,5,9,8,5,8,18–30,0–10
29,No,Travel_Rarely,352,Human Resources,6,Medical,Male,87,Human Resources,Married,2804,15434,1,No,11,1,3,1,0,0,0,18–30,0–10
43,No,Travel_Rarely,823,Research & Development,6,Medical,Female,81,Manager,Married,19392,22539,7,No,13,21,2,16,12,6,14,41–50,11–20
48,No,Travel_Rarely,1224,Research & Development,10,Life Sciences,Male,91,Research Director,Married,19665,13583,4,No,12,29,3,22,10,12,9,41–50,21–30
29,Yes,Travel_Frequently,459,Research & Development,24,Life Sciences,Male,73,Research Scientist,Single,2439,14753,1,Yes,24,1,3,1,0,1,0,18–30,0–10
46,Yes,Travel_Rarely,1254,Sales,10,Life Sciences,Female,64,Sales Executive,Married,7314,14011,5,No,21,14,2,8,7,0,7,41–50,0–10
27,No,Travel_Frequently,1131,Research & Development,15,Life Sciences,Female,77,Research Scientist,Married,4774,23844,0,No,19,8,2,7,6,7,3,18–30,0–10
39,No,Travel_Rarely,835,Research & Development,19,Other,Male,41,Research Scientist,Divorced,3902,5141,8,No,14,7,2,2,2,2,2,31–40,0–10
55,No,Travel_Rarely,836,Research & Development,2,Technical Degree,Male,98,Research Scientist,Married,2662,7975,8,No,20,19,2,5,2,0,4,51–60,0–10
28,No,Travel_Rarely,1172,Sales,3,Medical,Female,78,Sales Representative,Married,2856,3692,1,No,19,1,3,1,0,0,0,18–30,0–10
30,Yes,Travel_Rarely,945,Sales,9,Medical,Male,89,Sales Representative,Single,1081,16019,1,No,13,1,3,1,0,0,0,18–30,0–10
22,Yes,Travel_Rarely,391,Research & Development,7,Life Sciences,Male,75,Research Scientist,Single,2472,26092,1,Yes,23,1,2,1,0,0,0,18–30,0–10
36,No,Travel_Rarely,1266,Sales,10,Technical Degree,Female,63,Sales Executive,Married,5673,6060,1,Yes,13,10,4,10,9,1,7,31–40,0–10
31,No,Travel_Rarely,311,Research & Development,20,Life Sciences,Male,89,Laboratory Technician,Divorced,4197,18624,1,No,11,10,2,10,8,0,2,31–40,0–10
34,No,Travel_Rarely,1480,Sales,4,Life Sciences,Male,64,Sales Executive,Married,9713,24444,2,Yes,13,9,3,5,3,1,0,31–40,0–10
29,No,Travel_Rarely,592,Research & Development,7,Life Sciences,Male,59,Laboratory Technician,Single,2062,19384,3,No,14,11,2,3,2,1,2,18–30,0–10
37,No,Travel_Rarely,783,Research & Development,7,Medical,Male,78,Research Scientist,Married,4284,13588,5,Yes,22,16,2,5,3,0,4,31–40,0–10
35,No,Travel_Rarely,219,Research & Development,16,Other,Female,44,Manufacturing Director,Married,4788,25388,0,Yes,11,4,2,3,2,0,2,31–40,0–10
45,No,Travel_Rarely,556,Research & Development,25,Life Sciences,Female,93,Manufacturing Director,Married,5906,23888,0,No,13,10,2,9,8,3,8,41–50,0–10
36,No,Travel_Frequently,1213,Human Resources,2,Human Resources,Male,94,Human Resources,Single,3886,4223,1,No,21,10,2,10,1,0,8,31–40,0–10
40,No,Travel_Rarely,1137,Research & Development,1,Life Sciences,Male,98,Manager,Divorced,16823,18991,2,No,11,22,3,19,7,11,16,31–40,11–20
26,No,Travel_Rarely,482,Research & Development,1,Life Sciences,Female,90,Research Scientist,Married,2933,14908,1,Yes,13,1,3,1,0,1,0,18–30,0–10
27,No,Travel_Rarely,511,Sales,2,Medical,Female,89,Sales Executive,Single,6500,26997,0,No,14,9,5,8,7,0,7,18–30,0–10
48,No,Travel_Frequently,117,Research & Development,22,Medical,Female,58,Manager,Divorced,17174,2437,3,No,11,24,3,22,17,4,7,41–50,21–30
44,No,Travel_Rarely,170,Research & Development,1,Life Sciences,Male,78,Healthcare Representative,Married,5033,9364,2,No,15,10,5,2,0,2,2,41–50,0–10
34,Yes,Non-Travel,967,Research & Development,16,Technical Degree,Male,85,Research Scientist,Married,2307,14460,1,Yes,23,5,2,5,2,3,0,31–40,0–10
56,Yes,Travel_Rarely,1162,Research & Development,24,Life Sciences,Male,97,Laboratory Technician,Single,2587,10261,1,No,16,5,3,4,2,1,0,51–60,0–10
36,No,Travel_Rarely,335,Sales,17,Marketing,Male,33,Sales Executive,Married,5507,16822,2,No,16,12,1,4,2,1,3,31–40,0–10
41,No,Travel_Rarely,337,Sales,8,Marketing,Female,54,Sales Executive,Married,4393,26841,5,No,21,14,3,5,4,1,4,41–50,0–10
42,No,Travel_Rarely,1396,Research & Development,6,Medical,Male,83,Research Director,Married,13348,14842,9,No,13,18,3,13,7,5,7,41–50,11–20
31,No,Travel_Rarely,1079,Sales,10,Medical,Female,86,Sales Executive,Divorced,6583,20115,2,Yes,11,8,2,5,2,1,4,31–40,0–10
34,No,Travel_Rarely,735,Sales,3,Medical,Female,75,Sales Executive,Married,8103,16495,3,Yes,12,9,3,4,2,0,1,31–40,0–10
31,No,Travel_Rarely,471,Research & Development,4,Medical,Female,62,Laboratory Technician,Divorced,3978,16031,8,No,12,4,0,2,2,2,2,31–40,0–10
26,No,Travel_Frequently,1096,Research & Development,6,Other,Male,61,Laboratory Technician,Married,2544,7102,0,No,18,8,3,7,7,7,7,18–30,0–10
45,No,Travel_Frequently,1297,Research & Development,1,Medical,Male,44,Healthcare Representative,Single,5399,14511,4,No,12,12,3,4,2,0,3,41–50,0–10
33,No,Travel_Rarely,217,Sales,10,Marketing,Male,43,Sales Executive,Single,5487,10410,1,No,14,10,2,10,4,0,9,31–40,0–10
28,No,Travel_Frequently,783,Sales,1,Life Sciences,Male,42,Sales Executive,Married,6834,19255,1,Yes,12,7,2,7,7,0,7,18–30,0–10
29,Yes,Travel_Frequently,746,Sales,24,Technical Degree,Male,45,Sales Representative,Single,1091,10642,1,No,17,1,3,1,0,0,0,18–30,0–10
39,No,Non-Travel,1251,Sales,21,Life Sciences,Female,32,Sales Executive,Married,5736,3987,6,No,19,10,1,3,2,1,2,31–40,0–10
27,No,Travel_Rarely,1354,Research & Development,2,Technical Degree,Male,41,Research Scientist,Married,2226,6073,1,No,11,6,3,5,3,1,2,18–30,0–10
34,No,Travel_Frequently,735,Research & Development,22,Other,Male,86,Research Scientist,Married,5747,26496,1,Yes,15,16,3,15,10,6,11,31–40,11–20
28,Yes,Travel_Rarely,1475,Sales,13,Marketing,Female,84,Sales Executive,Single,9854,23352,3,Yes,11,6,0,2,0,2,2,18–30,0–10
47,No,Non-Travel,1169,Research & Development,14,Technical Degree,Male,64,Research Scientist,Married,5467,2125,8,No,18,16,4,8,7,1,7,41–50,0–10
56,No,Travel_Rarely,1443,Sales,11,Marketing,Female,89,Sales Executive,Married,5380,20328,4,No,16,6,3,0,0,0,0,51–60,0
39,No,Travel_Rarely,867,Research & Development,9,Medical,Male,87,Manufacturing Director,Married,5151,12315,1,No,25,10,3,10,0,7,9,31–40,0–10
38,No,Travel_Frequently,1394,Research & Development,8,Medical,Female,58,Research Scientist,Divorced,2133,18115,1,Yes,16,20,3,20,11,0,7,31–40,11–20
58,No,Travel_Rarely,605,Sales,21,Life Sciences,Female,72,Manager,Married,17875,11761,4,Yes,13,29,2,1,0,0,0,51–60,0–10
32,Yes,Travel_Frequently,238,Research & Development,5,Life Sciences,Female,47,Research Scientist,Single,2432,15318,3,Yes,14,8,2,4,1,0,3,31–40,0–10
38,No,Travel_Rarely,1206,Research & Development,9,Life Sciences,Male,71,Research Scientist,Divorced,4771,14293,2,No,19,10,0,5,2,0,3,31–40,0–10
49,No,Travel_Frequently,1064,Research & Development,2,Life Sciences,Male,42,Research Director,Married,19161,13738,3,No,15,28,3,5,4,4,3,41–50,0–10
42,No,Travel_Rarely,419,Sales,12,Marketing,Male,77,Sales Executive,Divorced,5087,2900,3,Yes,12,14,4,0,0,0,0,41–50,0
27,Yes,Travel_Frequently,1337,Human Resources,22,Human Resources,Female,58,Human Resources,Married,2863,19555,1,No,12,1,2,1,0,0,0,18–30,0–10
35,No,Travel_Rarely,682,Sales,18,Medical,Male,71,Sales Executive,Married,5561,15975,0,No,16,6,2,5,3,0,4,31–40,0–10
28,No,Non-Travel,1103,Research & Development,16,Medical,Male,49,Research Scientist,Single,2144,2122,1,No,14,5,3,5,3,1,4,18–30,0–10
31,No,Non-Travel,976,Research & Development,3,Medical,Male,48,Research Scientist,Divorced,3065,3995,1,Yes,13,4,3,4,2,2,3,31–40,0–10
36,No,Non-Travel,1351,Research & Development,9,Life Sciences,Male,66,Laboratory Technician,Married,2810,9238,1,No,22,5,3,5,4,0,2,31–40,0–10
34,No,Travel_Rarely,937,Sales,1,Marketing,Male,32,Sales Executive,Single,9888,6770,1,No,21,14,3,14,8,2,1,31–40,11–20
34,No,Travel_Rarely,1239,Sales,13,Medical,Male,39,Sales Executive,Divorced,8628,22914,1,No,18,9,2,8,7,1,1,31–40,0–10
26,No,Travel_Rarely,157,Research & Development,1,Medical,Male,95,Laboratory Technician,Single,2867,20006,0,No,13,8,6,7,7,7,6,18–30,0–10
29,No,Travel_Rarely,136,Research & Development,1,Life Sciences,Male,89,Healthcare Representative,Married,5373,6225,0,No,12,6,5,5,3,0,2,18–30,0–10
32,No,Non-Travel,1146,Research & Development,15,Medical,Female,34,Healthcare Representative,Divorced,6667,16542,5,No,18,9,6,5,1,1,2,31–40,0–10
31,No,Travel_Frequently,1125,Research & Development,1,Life Sciences,Male,48,Research Scientist,Married,5003,5771,1,No,21,10,6,10,8,8,7,31–40,0–10
28,Yes,Travel_Rarely,1404,Research & Development,17,Technical Degree,Male,32,Laboratory Technician,Divorced,2367,18779,5,No,12,6,2,4,1,0,3,18–30,0–10
38,No,Travel_Rarely,1404,Sales,1,Life Sciences,Male,59,Sales Representative,Single,2858,11473,4,No,14,20,3,1,0,0,0,31–40,0–10
35,No,Travel_Rarely,1224,Sales,7,Life Sciences,Female,55,Sales Executive,Married,5204,13586,1,Yes,11,10,2,10,8,0,9,31–40,0–10
27,No,Travel_Rarely,954,Sales,9,Marketing,Male,44,Sales Executive,Single,4105,5099,1,No,14,7,5,7,7,0,7,18–30,0–10
32,No,Travel_Rarely,1373,Research & Development,5,Life Sciences,Male,56,Manufacturing Director,Single,9679,10138,8,No,24,8,1,1,0,0,0,31–40,0–10
31,Yes,Travel_Frequently,754,Sales,26,Marketing,Male,63,Sales Executive,Married,5617,21075,1,Yes,11,10,4,10,7,0,8,31–40,0–10
53,Yes,Travel_Rarely,1168,Sales,24,Life Sciences,Male,66,Sales Executive,Single,10448,5843,6,Yes,13,15,2,2,2,2,2,51–60,0–10
54,No,Travel_Rarely,155,Research & Development,9,Life Sciences,Female,67,Research Scientist,Married,2897,22474,3,No,11,9,6,4,3,2,3,51–60,0–10
33,No,Travel_Frequently,1303,Research & Development,7,Life Sciences,Male,36,Healthcare Representative,Divorced,5968,18079,1,No,20,9,2,9,7,2,8,31–40,0–10
43,No,Travel_Rarely,574,Research & Development,11,Life Sciences,Male,30,Healthcare Representative,Married,7510,16873,1,No,17,10,1,10,9,0,9,41–50,0–10
38,No,Travel_Frequently,1444,Human Resources,1,Other,Male,88,Human Resources,Married,2991,5224,0,Yes,11,7,2,6,2,1,2,31–40,0–10
55,No,Travel_Rarely,189,Human Resources,26,Human Resources,Male,71,Manager,Married,19636,25811,4,Yes,18,35,0,10,9,1,4,51–60,0–10
31,No,Travel_Rarely,1276,Research & Development,2,Medical,Female,59,Laboratory Technician,Divorced,1129,17536,1,Yes,11,1,4,1,0,0,0,31–40,0–10
39,No,Travel_Rarely,119,Sales,15,Marketing,Male,77,Sales Executive,Single,13341,25098,0,No,12,21,3,20,8,11,10,31–40,11–20
42,No,Non-Travel,335,Research & Development,23,Life Sciences,Male,37,Research Scientist,Single,4332,14811,1,No,12,20,2,20,9,3,7,41–50,11–20
31,No,Non-Travel,697,Research & Development,10,Medical,Female,40,Research Director,Married,11031,26862,4,No,20,13,2,11,7,4,8,31–40,11–20
54,No,Travel_Rarely,157,Research & Development,10,Medical,Female,77,Manufacturing Director,Single,4440,25198,6,Yes,19,9,3,5,2,1,4,51–60,0–10
24,No,Travel_Rarely,771,Research & Development,1,Life Sciences,Male,45,Healthcare Representative,Single,4617,14120,1,No,12,4,2,4,3,1,2,18–30,0–10
23,No,Travel_Rarely,571,Research & Development,12,Other,Male,78,Laboratory Technician,Single,2647,13672,1,No,13,5,6,5,2,1,4,18–30,0–10
40,No,Travel_Frequently,692,Research & Development,11,Technical Degree,Female,73,Laboratory Technician,Married,6323,26849,1,No,11,10,2,10,9,9,4,31–40,0–10
40,No,Travel_Rarely,444,Sales,2,Marketing,Female,92,Sales Executive,Married,5677,4258,3,No,14,15,4,11,8,5,10,31–40,11–20
25,No,Travel_Rarely,309,Human Resources,2,Human Resources,Female,82,Human Resources,Married,2187,19655,4,No,14,6,3,2,0,1,2,18–30,0–10
30,No,Travel_Rarely,911,Research & Development,1,Medical,Male,76,Laboratory Technician,Married,3748,4077,1,No,13,12,6,12,8,1,7,18–30,11–20
25,No,Travel_Rarely,977,Research & Development,2,Other,Male,57,Laboratory Technician,Divorced,3977,7298,6,Yes,19,7,2,2,2,0,2,18–30,0–10
47,No,Travel_Rarely,1180,Research & Development,25,Medical,Male,84,Healthcare Representative,Single,8633,13084,2,No,23,25,3,17,14,12,11,41–50,11–20
33,No,Non-Travel,1313,Research & Development,1,Medical,Male,59,Laboratory Technician,Divorced,2008,20439,1,No,12,1,2,1,1,0,0,31–40,0–10
38,No,Travel_Rarely,1321,Sales,1,Life Sciences,Male,86,Sales Executive,Married,4440,7636,0,No,15,16,3,15,13,5,8,31–40,11–20
31,No,Travel_Rarely,1154,Sales,2,Life Sciences,Male,54,Sales Representative,Married,3067,6393,0,No,19,3,1,2,2,1,2,31–40,0–10
38,No,Travel_Frequently,508,Research & Development,6,Life Sciences,Male,72,Manufacturing Director,Married,5321,14284,2,No,11,10,1,8,3,7,7,31–40,0–10
42,No,Travel_Rarely,557,Research & Development,18,Life Sciences,Male,35,Research Scientist,Divorced,5410,11189,6,Yes,17,9,3,4,3,1,2,41–50,0–10
41,No,Travel_Rarely,642,Research & Development,1,Life Sciences,Male,76,Research Scientist,Married,2782,21412,3,No,22,12,3,5,3,1,0,41–50,0–10
47,No,Non-Travel,1162,Research & Development,1,Medical,Female,98,Research Director,Married,11957,17231,0,No,18,14,3,13,8,5,12,41–50,11–20
35,No,Travel_Rarely,1490,Research & Development,11,Medical,Male,43,Laboratory Technician,Married,2660,20232,7,Yes,11,5,3,2,2,2,2,31–40,0–10
22,No,Travel_Rarely,581,Research & Development,1,Life Sciences,Male,63,Research Scientist,Single,3375,17624,0,No,12,4,2,3,2,1,2,18–30,0–10
35,No,Travel_Rarely,1395,Research & Development,9,Medical,Male,48,Research Scientist,Single,5098,18698,1,No,19,10,5,10,7,0,8,31–40,0–10
33,No,Travel_Rarely,501,Research & Development,15,Medical,Female,95,Healthcare Representative,Married,4878,21653,0,Yes,13,10,6,9,7,8,1,31–40,0–10
32,No,Travel_Rarely,267,Research & Development,29,Life Sciences,Female,49,Laboratory Technician,Single,2837,15919,1,No,13,6,3,6,2,4,1,31–40,0–10
40,No,Travel_Rarely,543,Research & Development,1,Life Sciences,Male,83,Laboratory Technician,Married,2406,4060,8,No,19,8,3,1,0,0,0,31–40,0–10
32,No,Travel_Rarely,234,Sales,1,Medical,Male,68,Sales Representative,Married,2269,18024,0,No,14,3,2,2,2,2,2,31–40,0–10
39,No,Travel_Rarely,116,Research & Development,24,Life Sciences,Male,52,Research Scientist,Single,4108,5340,7,No,13,18,2,7,7,1,7,31–40,0–10
38,No,Travel_Rarely,201,Research & Development,10,Medical,Female,99,Research Director,Married,13206,3376,3,No,12,20,3,18,16,1,11,31–40,11–20
32,No,Travel_Rarely,801,Sales,1,Marketing,Female,48,Sales Executive,Married,10422,24032,1,No,19,14,3,14,10,5,7,31–40,11–20
37,No,Travel_Rarely,161,Research & Development,10,Life Sciences,Female,42,Research Director,Married,13744,15471,1,Yes,25,16,2,16,11,6,8,31–40,11–20
25,No,Travel_Rarely,1382,Sales,8,Other,Female,85,Sales Executive,Divorced,4907,13684,0,Yes,22,6,3,5,3,0,4,18–30,0–10
52,No,Non-Travel,585,Sales,29,Life Sciences,Male,40,Sales Representative,Divorced,3482,19788,2,No,15,16,3,9,8,0,0,51–60,0–10
44,No,Travel_Rarely,1037,Research & Development,1,Medical,Male,42,Research Scientist,Single,2436,13422,6,Yes,12,6,2,4,3,1,2,41–50,0–10
21,No,Travel_Rarely,501,Sales,5,Medical,Male,58,Sales Representative,Single,2380,25479,1,Yes,11,2,6,2,2,1,2,18–30,0–10
39,No,Non-Travel,105,Research & Development,9,Life Sciences,Male,87,Manager,Single,19431,15302,2,No,13,21,3,6,0,1,3,31–40,0–10
23,Yes,Travel_Frequently,638,Sales,9,Marketing,Male,33,Sales Representative,Married,1790,26956,1,No,19,1,3,1,0,1,0,18–30,0–10
36,No,Travel_Rarely,557,Sales,3,Medical,Female,94,Sales Executive,Married,7644,12695,0,No,19,10,2,9,7,3,4,31–40,0–10
36,No,Travel_Frequently,688,Research & Development,4,Life Sciences,Female,97,Manufacturing Director,Divorced,5131,9192,7,No,13,18,3,4,2,0,2,31–40,0–10
56,No,Non-Travel,667,Research & Development,1,Life Sciences,Male,57,Healthcare Representative,Divorced,6306,26236,1,No,21,13,2,13,12,1,9,51–60,11–20
29,Yes,Travel_Rarely,1092,Research & Development,1,Medical,Male,36,Research Scientist,Married,4787,26124,9,Yes,14,4,3,2,2,2,2,18–30,0–10
42,No,Travel_Rarely,300,Research & Development,2,Life Sciences,Male,56,Manager,Married,18880,17312,5,No,11,24,2,22,6,4,14,41–50,21–30
56,Yes,Travel_Rarely,310,Research & Development,7,Technical Degree,Male,72,Laboratory Technician,Married,2339,3666,8,No,11,14,4,10,9,9,8,51–60,0–10
41,No,Travel_Rarely,582,Research & Development,28,Life Sciences,Female,60,Manufacturing Director,Married,13570,5640,0,No,23,21,3,20,7,0,10,41–50,11–20
34,No,Travel_Rarely,704,Sales,28,Marketing,Female,95,Sales Executive,Married,6712,8978,1,No,21,8,2,8,7,1,7,31–40,0–10
36,No,Non-Travel,301,Sales,15,Marketing,Male,88,Sales Executive,Divorced,5406,10436,1,No,24,15,4,15,12,11,11,31–40,11–20
41,No,Travel_Rarely,930,Sales,3,Life Sciences,Male,57,Sales Executive,Divorced,8938,12227,2,No,11,14,5,5,4,0,4,41–50,0–10
32,No,Travel_Rarely,529,Research & Development,2,Technical Degree,Male,78,Research Scientist,Single,2439,11288,1,No,14,4,4,4,2,1,2,31–40,0–10
35,No,Travel_Rarely,1146,Human Resources,26,Life Sciences,Female,31,Human Resources,Single,8837,16642,1,Yes,16,9,2,9,0,1,7,31–40,0–10
38,No,Travel_Rarely,345,Sales,10,Life Sciences,Female,100,Sales Executive,Married,5343,5982,1,No,11,10,1,10,7,1,9,31–40,0–10
